# ------------------------------
# XFoil Interface for Python
# ------------------------------
# 
# Airfoil,tip
# Reynolds number,1300000.0
# Ncrit,9.0
# Mach,0.0
# n_node,250
# max_iter, 300
# ------------------------------
# alpha_deg, cl, cd, cm, cpmin, top_xtr, bot_xtr
1.500000000000000000e+00 6.060257554054260254e-01 6.645282730460166931e-03 -9.451277554035186768e-02 -7.607583999633789062e-01 6.999999880790710449e-01 1.999999955296516418e-02
1.750000000000000000e+00 6.334658265113830566e-01 6.756237242370843887e-03 -9.449014067649841309e-02 -8.173484802246093750e-01 6.999999880790710449e-01 1.999999955296516418e-02
2.000000000000000000e+00 6.607735157012939453e-01 6.885730195790529251e-03 -9.445402771234512329e-02 -8.789916634559631348e-01 6.999999880790710449e-01 1.999999955296516418e-02
2.250000000000000000e+00 6.879790425300598145e-01 7.030609063804149628e-03 -9.441063553094863892e-02 -9.458032846450805664e-01 6.999999880790710449e-01 1.999999955296516418e-02
2.500000000000000000e+00 7.150580286979675293e-01 7.193638477474451065e-03 -9.435619413852691650e-02 -1.017906069755554199e+00 6.999999880790710449e-01 1.999999955296516418e-02
2.750000000000000000e+00 7.418914437294006348e-01 7.389422506093978882e-03 -9.427309036254882812e-02 -1.095066905021667480e+00 6.999999880790710449e-01 1.999999955296516418e-02
3.000000000000000000e+00 7.684963345527648926e-01 7.616368122398853302e-03 -9.416585415601730347e-02 -1.178459882736206055e+00 6.999999880790710449e-01 1.999999955296516418e-02
3.250000000000000000e+00 7.948421835899353027e-01 7.878673262894153595e-03 -9.403041750192642212e-02 -1.265940666198730469e+00 6.999999880790710449e-01 1.999999955296516418e-02
3.500000000000000000e+00 8.208118677139282227e-01 8.191274479031562805e-03 -9.385270625352859497e-02 -1.359627008438110352e+00 6.999999880790710449e-01 1.999999955296516418e-02
3.750000000000000000e+00 8.465460538864135742e-01 8.534949272871017456e-03 -9.365104883909225464e-02 -1.459870219230651855e+00 6.999999880790710449e-01 1.999999955296516418e-02
4.000000000000000000e+00 8.719218969345092773e-01 8.925541304051876068e-03 -9.340797364711761475e-02 -1.563146948814392090e+00 6.999999880790710449e-01 1.999999955296516418e-02
4.250000000000000000e+00 8.971498012542724609e-01 9.332922287285327911e-03 -9.314820915460586548e-02 -1.670730829238891602e+00 6.999999880790710449e-01 1.999999955296516418e-02
4.500000000000000000e+00 9.223108291625976562e-01 9.744247421622276306e-03 -9.287940710783004761e-02 -1.786672592163085938e+00 6.999999880790710449e-01 1.999999955296516418e-02
4.750000000000000000e+00 9.476128816604614258e-01 1.012912020087242126e-02 -9.262578189373016357e-02 -1.909654617309570312e+00 6.999999880790710449e-01 1.999999955296516418e-02
5.000000000000000000e+00 9.731703996658325195e-01 1.047035492956638336e-02 -9.240117669105529785e-02 -2.035812377929687500e+00 6.999999880790710449e-01 1.999999955296516418e-02
5.250000000000000000e+00 9.987643361091613770e-01 1.079782471060752869e-02 -9.217802435159683228e-02 -2.164563655853271484e+00 6.999999880790710449e-01 1.999999955296516418e-02
5.500000000000000000e+00 1.024438381195068359e+00 1.110484078526496887e-02 -9.196218103170394897e-02 -2.302676200866699219e+00 6.999999880790710449e-01 1.999999955296516418e-02
5.750000000000000000e+00 1.050042152404785156e+00 1.141204498708248138e-02 -9.173402190208435059e-02 -2.451021909713745117e+00 6.999999880790710449e-01 1.999999955296516418e-02
6.000000000000000000e+00 1.075601339340209961e+00 1.171553134918212891e-02 -9.149656444787979126e-02 -2.602865934371948242e+00 6.999999880790710449e-01 1.999999955296516418e-02
