# ------------------------------
# XFoil Interface for Python
# ------------------------------
# 
# Airfoil,root
# Reynolds number,1300000.0
# Ncrit,9.0
# Mach,0.0
# n_node,250
# max_iter, 200
# ------------------------------
# alpha_deg, cl, cd, cm, cpmin, top_xtr, bot_xtr
-2.500000000000000000e+00 1.581946462392807007e-01 7.130140438675880432e-03 -9.307420253753662109e-02 -1.777422308921813965e+00 1.000000000000000000e+00 1.000000000000000000e+00
-2.250000000000000000e+00 1.868976503610610962e-01 6.934590172022581100e-03 -9.323769807815551758e-02 -1.588265299797058105e+00 1.000000000000000000e+00 1.000000000000000000e+00
-2.000000000000000000e+00 2.155553847551345825e-01 6.808174774050712585e-03 -9.338458627462387085e-02 -1.396581649780273438e+00 1.000000000000000000e+00 1.000000000000000000e+00
-1.750000000000000000e+00 2.442712336778640747e-01 6.669873371720314026e-03 -9.356837719678878784e-02 -1.208170294761657715e+00 1.000000000000000000e+00 1.000000000000000000e+00
-1.500000000000000000e+00 2.730334103107452393e-01 6.454009097069501877e-03 -9.386494755744934082e-02 -1.036168217658996582e+00 1.000000000000000000e+00 1.000000000000000000e+00
-1.250000000000000000e+00 3.020769953727722168e-01 5.948365665972232819e-03 -9.452655911445617676e-02 -8.746469020843505859e-01 1.000000000000000000e+00 1.000000000000000000e+00
-1.000000000000000000e+00 3.313166201114654541e-01 5.252933129668235779e-03 -9.543780237436294556e-02 -7.175598740577697754e-01 1.000000000000000000e+00 1.000000000000000000e+00
-7.500000000000000000e-01 3.601478934288024902e-01 4.871611017733812332e-03 -9.590659290552139282e-02 -5.654919147491455078e-01 1.000000000000000000e+00 1.000000000000000000e+00
-5.000000000000000000e-01 3.885617554187774658e-01 4.773238208144903183e-03 -9.602695703506469727e-02 -5.545151233673095703e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.500000000000000000e-01 4.168951511383056641e-01 4.778313916176557541e-03 -9.607020765542984009e-02 -5.745025277137756348e-01 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 4.451186358928680420e-01 4.796512424945831299e-03 -9.607135504484176636e-02 -5.953213572502136230e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000000e-01 4.728987514972686768e-01 4.837813321501016617e-03 -9.593849629163742065e-02 -6.170791983604431152e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 5.008670687675476074e-01 4.912840202450752258e-03 -9.589830785989761353e-02 -6.401343941688537598e-01 1.000000000000000000e+00 1.000000000000000000e+00
7.500000000000000000e-01 5.286734104156494141e-01 5.010637920349836349e-03 -9.585218876600265503e-02 -6.768202185630798340e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 5.565218329429626465e-01 5.100660957396030426e-03 -9.582518041133880615e-02 -7.189255356788635254e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.250000000000000000e+00 5.844792723655700684e-01 5.190893542021512985e-03 -9.583302587270736694e-02 -7.637581825256347656e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.500000000000000000e+00 6.124126911163330078e-01 5.294489208608865738e-03 -9.584859013557434082e-02 -8.125044703483581543e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.750000000000000000e+00 6.401672959327697754e-01 5.391777958720922470e-03 -9.582787752151489258e-02 -8.646917939186096191e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 6.678140759468078613e-01 5.502735264599323273e-03 -9.579791873693466187e-02 -9.204426407814025879e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.250000000000000000e+00 6.953776478767395020e-01 5.632027052342891693e-03 -9.576625376939773560e-02 -9.781059622764587402e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000000e+00 7.227864265441894531e-01 5.766158923506736755e-03 -9.570904076099395752e-02 -1.040061473846435547e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.750000000000000000e+00 7.498543858528137207e-01 5.919360090047121048e-03 -9.559453278779983521e-02 -1.103469848632812500e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 7.767861485481262207e-01 6.089806556701660156e-03 -9.546790271997451782e-02 -1.172658085823059082e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.250000000000000000e+00 8.033490180969238281e-01 6.293281447142362595e-03 -9.528750181198120117e-02 -1.242373704910278320e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.500000000000000000e+00 8.295673727989196777e-01 6.519556976854801178e-03 -9.505323320627212524e-02 -1.315397143363952637e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.750000000000000000e+00 8.551774621009826660e-01 6.786357145756483078e-03 -9.471904486417770386e-02 -1.391963601112365723e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 8.802284002304077148e-01 7.073360495269298553e-03 -9.428149461746215820e-02 -1.470979928970336914e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.250000000000000000e+00 9.044570922851562500e-01 7.388216443359851837e-03 -9.368563443422317505e-02 -1.554703116416931152e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.500000000000000000e+00 9.263681173324584961e-01 7.722356356680393219e-03 -9.257827699184417725e-02 -1.636629104614257812e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.750000000000000000e+00 9.490908384323120117e-01 8.029086515307426453e-03 -9.165075421333312988e-02 -1.728115558624267578e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.745309948921203613e-01 8.483719080686569214e-03 -9.148702770471572876e-02 -1.825836658477783203e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.250000000000000000e+00 1.000191092491149902e+00 8.886883966624736786e-03 -9.133117645978927612e-02 -1.930811047554016113e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.500000000000000000e+00 1.025824785232543945e+00 9.271818213164806366e-03 -9.115644544363021851e-02 -2.041719913482666016e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.750000000000000000e+00 1.051659584045410156e+00 9.615276008844375610e-03 -9.099822491407394409e-02 -2.155116796493530273e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 1.077686190605163574e+00 9.920634329319000244e-03 -9.085794538259506226e-02 -2.276833772659301758e+00 1.000000000000000000e+00 1.000000000000000000e+00
