# ------------------------------
# XFoil Interface for Python
# ------------------------------
# 
# Airfoil,naca0012
# Reynolds number,1300000.0
# Ncrit,9.0
# Mach,0.0
# n_node,250
# max_iter, 300
# ------------------------------
# alpha_deg, cl, cd, cm, cpmin, top_xtr, bot_xtr
-6.799999999999999822e+00 -7.828599214553833008e-01 1.001014374196529388e-02 4.473152104765176773e-03 -3.093095064163208008e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.699999999999999289e+00 -7.692288756370544434e-01 9.891268797218799591e-03 3.877460956573486328e-03 -3.017148256301879883e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.599999999999999645e+00 -7.554417848587036133e-01 9.786400012671947479e-03 3.260624362155795097e-03 -2.941475629806518555e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.500000000000000000e+00 -7.417014241218566895e-01 9.661908261477947235e-03 2.637886209413409233e-03 -2.866573810577392578e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.400000000000000355e+00 -7.283815741539001465e-01 9.560150094330310822e-03 2.132251393049955368e-03 -2.793548345565795898e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.299999999999999822e+00 -7.153897285461425781e-01 9.432619437575340271e-03 1.680771005339920521e-03 -2.722151756286621094e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.199999999999999289e+00 -7.020569443702697754e-01 9.328500367701053619e-03 1.171865616925060749e-03 -2.650936603546142578e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.099999999999999645e+00 -6.886842846870422363e-01 9.204993955790996552e-03 6.380763370543718338e-04 -2.582629919052124023e+00 1.000000000000000000e+00 1.000000000000000000e+00
-6.000000000000000000e+00 -6.750974059104919434e-01 9.093174710869789124e-03 6.743035919498652220e-05 -2.514351129531860352e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.899999999999999467e+00 -6.613917946815490723e-01 8.980865590274333954e-03 -5.311682471074163914e-04 -2.446301937103271484e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.799999999999999822e+00 -6.476311683654785156e-01 8.857375942170619965e-03 -1.149408286437392235e-03 -2.378803014755249023e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.700000000000000178e+00 -6.336691379547119141e-01 8.749428205192089081e-03 -1.800087629817426205e-03 -2.311326026916503906e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.599999999999999645e+00 -6.196791529655456543e-01 8.628918789327144623e-03 -2.467320766299962997e-03 -2.246094703674316406e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.500000000000000000e+00 -6.056336164474487305e-01 8.505061268806457520e-03 -3.148953896015882492e-03 -2.182481527328491211e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.399999999999999467e+00 -5.930700302124023438e-01 8.394746109843254089e-03 -3.481895662844181061e-03 -2.123055696487426758e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.299999999999999822e+00 -5.802860856056213379e-01 8.287910372018814087e-03 -3.860652446746826172e-03 -2.063583612442016602e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.199999999999999289e+00 -5.674006342887878418e-01 8.164833299815654755e-03 -4.273193888366222382e-03 -2.004464149475097656e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.099999999999999645e+00 -5.543684363365173340e-01 8.046106435358524323e-03 -4.713459871709346771e-03 -1.947368860244750977e+00 1.000000000000000000e+00 1.000000000000000000e+00
-5.000000000000000000e+00 -5.412163138389587402e-01 7.930530235171318054e-03 -5.177173297852277756e-03 -1.891124129295349121e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.899999999999999467e+00 -5.288496017456054688e-01 7.821288891136646271e-03 -5.456616170704364777e-03 -1.837136983871459961e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.799999999999999822e+00 -5.175706744194030762e-01 7.718090433627367020e-03 -5.483834538608789444e-03 -1.786039710044860840e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.699999999999999289e+00 -5.056393742561340332e-01 7.612348999828100204e-03 -5.656102206557989120e-03 -1.734917879104614258e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.599999999999999645e+00 -4.935225546360015869e-01 7.500800304114818573e-03 -5.871580448001623154e-03 -1.685068130493164062e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.500000000000000000e+00 -4.827195107936859131e-01 7.396331522613763809e-03 -5.789239890873432159e-03 -1.638387203216552734e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.399999999999999467e+00 -4.718401730060577393e-01 7.293824106454849243e-03 -5.715934094041585922e-03 -1.591916084289550781e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.299999999999999822e+00 -4.604715704917907715e-01 7.191413082182407379e-03 -5.746711511164903641e-03 -1.545923113822937012e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.199999999999999289e+00 -4.500951766967773438e-01 7.094840519130229950e-03 -5.559431388974189758e-03 -1.503145933151245117e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.099999999999999645e+00 -4.394725859165191650e-01 6.999796256422996521e-03 -5.416449625045061111e-03 -1.460212349891662598e+00 1.000000000000000000e+00 1.000000000000000000e+00
-4.000000000000000000e+00 -4.288009703159332275e-01 6.906660273671150208e-03 -5.281886085867881775e-03 -1.417574763298034668e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.899999999999999467e+00 -4.184750020503997803e-01 6.816608365625143051e-03 -5.075037013739347458e-03 -1.377680540084838867e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.799999999999999822e+00 -4.079744517803192139e-01 6.729609798640012741e-03 -4.891803488135337830e-03 -1.337756991386413574e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.699999999999999289e+00 -3.975923657417297363e-01 6.643712520599365234e-03 -4.696880001574754715e-03 -1.298383593559265137e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.599999999999999645e+00 -3.871932625770568848e-01 6.562121678143739700e-03 -4.490619990974664688e-03 -1.260687351226806641e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.500000000000000000e+00 -3.767422139644622803e-01 6.481700111180543900e-03 -4.304660018533468246e-03 -1.223456382751464844e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.399999999999999467e+00 -3.663237690925598145e-01 6.405251100659370422e-03 -4.102848935872316360e-03 -1.186557412147521973e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.299999999999999822e+00 -3.558188974857330322e-01 6.330631673336029053e-03 -3.925322555005550385e-03 -1.151373982429504395e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.199999999999999289e+00 -3.453500866889953613e-01 6.259999703615903854e-03 -3.733316902071237564e-03 -1.116512656211853027e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.099999999999999645e+00 -3.347799181938171387e-01 6.190691608935594559e-03 -3.569460939615964890e-03 -1.082389831542968750e+00 1.000000000000000000e+00 1.000000000000000000e+00
-3.000000000000000000e+00 -3.242740035057067871e-01 6.127011030912399292e-03 -3.382579656317830086e-03 -1.049469947814941406e+00 1.000000000000000000e+00 1.000000000000000000e+00
-2.899999999999999467e+00 -3.136265277862548828e-01 6.062269676476716995e-03 -3.236601362004876137e-03 -1.016692996025085449e+00 1.000000000000000000e+00 1.000000000000000000e+00
-2.799999999999999822e+00 -3.030589222908020020e-01 6.004827097058296204e-03 -3.063349751755595207e-03 -9.855731725692749023e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.699999999999999289e+00 -2.923839688301086426e-01 5.946226883679628372e-03 -2.920588944107294083e-03 -9.545377492904663086e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.599999999999999645e+00 -2.817085981369018555e-01 5.892246495932340622e-03 -2.775196917355060577e-03 -9.249249100685119629e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.500000000000000000e+00 -2.710855007171630859e-01 5.843968130648136139e-03 -2.613996155560016632e-03 -8.957217931747436523e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.399999999999999467e+00 -2.603171467781066895e-01 5.792704410851001740e-03 -2.492213388904929161e-03 -8.676725029945373535e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.299999999999999822e+00 -2.495860457420349121e-01 5.746770650148391724e-03 -2.359091769903898239e-03 -8.400124907493591309e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.199999999999999289e+00 -2.388875186443328857e-01 5.706396419554948807e-03 -2.216209424659609795e-03 -8.137791752815246582e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.099999999999999645e+00 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
-2.000000000000000000e+00 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
-1.900000000000000355e+00 -2.065442651510238647e-01 5.587570369243621826e-03 -1.854660222306847572e-03 -7.390065789222717285e-01 1.000000000000000000e+00 1.000000000000000000e+00
-1.799999999999998934e+00 -1.957787573337554932e-01 5.556058604270219803e-03 -1.729368465021252632e-03 -7.156172394752502441e-01 1.000000000000000000e+00 1.000000000000000000e+00
-1.699999999999999289e+00 -1.849698126316070557e-01 5.524607840925455093e-03 -1.615273416973650455e-03 -6.932986378669738770e-01 1.000000000000000000e+00 1.000000000000000000e+00
